regiao,uf,sexo,idade,Cctegoria,quantidade_condutor
Centro-Oeste,Goiás,Feminino,71 a 80,AC-Condutor Moto/Caminhão,8
Centro-Oeste,Goiás,Feminino,71 a 80,AD-Condutor Moto/Ônibus,17
Centro-Oeste,Goiás,Feminino,71 a 80,AE-Condutor Moto/Carreta,2
Centro-Oeste,Goiás,Feminino,71 a 80,B-Condutor Carro,23952
Centro-Oeste,Goiás,Feminino,71 a 80,C-Condutor Caminhão,56
Centro-Oeste,Goiás,Feminino,71 a 80,D-Condutor Ônibus,55
Centro-Oeste,Goiás,Feminino,71 a 80,E-Condutor Carreta,3
Centro-Oeste,Goiás,Feminino,71 a 80,XB-Condutor Ciclomotor/Carro,1
Centro-Oeste,Goiás,Feminino,81 a 90,A-Condutor Moto,11
Centro-Oeste,Goiás,Feminino,81 a 90,AB-Condutor Moto/Carro,27
Centro-Oeste,Goiás,Feminino,81 a 90,AC-Condutor Moto/Caminhão,2
Centro-Oeste,Goiás,Feminino,81 a 90,AD-Condutor Moto/Ônibus,2
Centro-Oeste,Goiás,Feminino,81 a 90,B-Condutor Carro,6011
Centro-Oeste,Goiás,Feminino,81 a 90,C-Condutor Caminhão,10
Centro-Oeste,Goiás,Feminino,81 a 90,D-Condutor Ônibus,14
Centro-Oeste,Goiás,Feminino,91 a 100,AB-Condutor Moto/Carro,3
Centro-Oeste,Goiás,Feminino,91 a 100,B-Condutor Carro,925
Centro-Oeste,Goiás,Feminino,91 a 100,D-Condutor Ônibus,2
Centro-Oeste,Goiás,Feminino,101 a 120,AB-Condutor Moto/Carro,1
Centro-Oeste,Goiás,Feminino,101 a 120,B-Condutor Carro,45
Centro-Oeste,Mato Grosso do Sul,Masculino,18 a 21,A-Condutor Moto,689
Centro-Oeste,Mato Grosso do Sul,Masculino,18 a 21,AB-Condutor Moto/Carro,19338
Centro-Oeste,Mato Grosso do Sul,Masculino,18 a 21,AC-Condutor Moto/Caminhão,200
Centro-Oeste,Mato Grosso do Sul,Masculino,18 a 21,AD-Condutor Moto/Ônibus,80
Centro-Oeste,Mato Grosso do Sul,Masculino,18 a 21,AE-Condutor Moto/Carreta,13
Centro-Oeste,Mato Grosso do Sul,Masculino,18 a 21,B-Condutor Carro,4936
Centro-Oeste,Mato Grosso do Sul,Masculino,18 a 21,C-Condutor Caminhão,21
Centro-Oeste,Mato Grosso do Sul,Masculino,18 a 21,D-Condutor Ônibus,5
Centro-Oeste,Mato Grosso do Sul,Masculino,18 a 21,E-Condutor Carreta,2
Centro-Oeste,Mato Grosso do Sul,Masculino,22 a 25,A-Condutor Moto,2994
Centro-Oeste,Mato Grosso do Sul,Masculino,22 a 25,AB-Condutor Moto/Carro,36319
Centro-Oeste,Mato Grosso do Sul,Masculino,22 a 25,AC-Condutor Moto/Caminhão,681
Centro-Oeste,Mato Grosso do Sul,Masculino,22 a 25,AD-Condutor Moto/Ônibus,2451
Centro-Oeste,Mato Grosso do Sul,Masculino,22 a 25,AE-Condutor Moto/Carreta,557
Centro-Oeste,Mato Grosso do Sul,Masculino,22 a 25,B-Condutor Carro,8842
Centro-Oeste,Mato Grosso do Sul,Masculino,22 a 25,C-Condutor Caminhão,59
Centro-Oeste,Mato Grosso do Sul,Masculino,22 a 25,D-Condutor Ônibus,147
Centro-Oeste,Mato Grosso do Sul,Masculino,22 a 25,E-Condutor Carreta,43
Centro-Oeste,Mato Grosso do Sul,Masculino,22 a 25,XB-Condutor Ciclomotor/Carro,1
Centro-Oeste,Mato Grosso do Sul,Masculino,26 a 30,A-Condutor Moto,4495
Centro-Oeste,Mato Grosso do Sul,Masculino,26 a 30,AB-Condutor Moto/Carro,52123
Centro-Oeste,Mato Grosso do Sul,Masculino,26 a 30,AC-Condutor Moto/Caminhão,2000
Centro-Oeste,Mato Grosso do Sul,Masculino,26 a 30,AD-Condutor Moto/Ônibus,7555
Centro-Oeste,Mato Grosso do Sul,Masculino,26 a 30,AE-Condutor Moto/Carreta,3067
Centro-Oeste,Mato Grosso do Sul,Masculino,26 a 30,B-Condutor Carro,12028
Centro-Oeste,Mato Grosso do Sul,Masculino,26 a 30,C-Condutor Caminhão,110
Centro-Oeste,Mato Grosso do Sul,Masculino,26 a 30,D-Condutor Ônibus,422
Centro-Oeste,Mato Grosso do Sul,Masculino,26 a 30,E-Condutor Carreta,119
Centro-Oeste,Mato Grosso do Sul,Masculino,31 a 40,A-Condutor Moto,6734
Centro-Oeste,Mato Grosso do Sul,Masculino,31 a 40,AB-Condutor Moto/Carro,99607
Centro-Oeste,Mato Grosso do Sul,Masculino,31 a 40,AC-Condutor Moto/Caminhão,5084
Centro-Oeste,Mato Grosso do Sul,Masculino,31 a 40,AD-Condutor Moto/Ônibus,29623
Centro-Oeste,Mato Grosso do Sul,Masculino,31 a 40,AE-Condutor Moto/Carreta,17091
Centro-Oeste,Mato Grosso do Sul,Masculino,31 a 40,B-Condutor Carro,21442
Centro-Oeste,Mato Grosso do Sul,Masculino,31 a 40,C-Condutor Caminhão,351
Centro-Oeste,Mato Grosso do Sul,Masculino,31 a 40,D-Condutor Ônibus,1839
Centro-Oeste,Mato Grosso do Sul,Masculino,31 a 40,E-Condutor Carreta,662
Centro-Oeste,Mato Grosso do Sul,Masculino,31 a 40,XB-Condutor Ciclomotor/Carro,3
Centro-Oeste,Mato Grosso do Sul,Masculino,41 a 50,A-Condutor Moto,4076
Centro-Oeste,Mato Grosso do Sul,Masculino,41 a 50,AB-Condutor Moto/Carro,70124
Centro-Oeste,Mato Grosso do Sul,Masculino,41 a 50,AC-Condutor Moto/Caminhão,7435
Centro-Oeste,Mato Grosso do Sul,Masculino,41 a 50,AD-Condutor Moto/Ônibus,26845
Centro-Oeste,Mato Grosso do Sul,Masculino,41 a 50,AE-Condutor Moto/Carreta,18192
Centro-Oeste,Mato Grosso do Sul,Masculino,41 a 50,B-Condutor Carro,22684
Centro-Oeste,Mato Grosso do Sul,Masculino,41 a 50,C-Condutor Caminhão,1767
Centro-Oeste,Mato Grosso do Sul,Masculino,41 a 50,D-Condutor Ônibus,3847
Centro-Oeste,Mato Grosso do Sul,Masculino,41 a 50,E-Condutor Carreta,2671
Centro-Oeste,Mato Grosso do Sul,Masculino,41 a 50,XB-Condutor Ciclomotor/Carro,2
Centro-Oeste,Mato Grosso do Sul,Masculino,51 a 60,A-Condutor Moto,2575
Centro-Oeste,Mato Grosso do Sul,Masculino,51 a 60,AB-Condutor Moto/Carro,41214
Centro-Oeste,Mato Grosso do Sul,Masculino,51 a 60,AC-Condutor Moto/Caminhão,10456
Centro-Oeste,Mato Grosso do Sul,Masculino,51 a 60,AD-Condutor Moto/Ônibus,14162
Centro-Oeste,Mato Grosso do Sul,Masculino,51 a 60,AE-Condutor Moto/Carreta,9109
Centro-Oeste,Mato Grosso do Sul,Masculino,51 a 60,B-Condutor Carro,26565
Centro-Oeste,Mato Grosso do Sul,Masculino,51 a 60,C-Condutor Caminhão,5824
Centro-Oeste,Mato Grosso do Sul,Masculino,51 a 60,D-Condutor Ônibus,5476
Centro-Oeste,Mato Grosso do Sul,Masculino,51 a 60,E-Condutor Carreta,3903
Centro-Oeste,Mato Grosso do Sul,Masculino,51 a 60,XB-Condutor Ciclomotor/Carro,1
Centro-Oeste,Mato Grosso do Sul,Masculino,61 a 70,A-Condutor Moto,958
Centro-Oeste,Mato Grosso do Sul,Masculino,61 a 70,AB-Condutor Moto/Carro,16224
Centro-Oeste,Mato Grosso do Sul,Masculino,61 a 70,AC-Condutor Moto/Caminhão,6756
Centro-Oeste,Mato Grosso do Sul,Masculino,61 a 70,AD-Condutor Moto/Ônibus,5221
Centro-Oeste,Mato Grosso do Sul,Masculino,61 a 70,AE-Condutor Moto/Carreta,2671
Centro-Oeste,Mato Grosso do Sul,Masculino,61 a 70,B-Condutor Carro,27240
Centro-Oeste,Mato Grosso do Sul,Masculino,61 a 70,C-Condutor Caminhão,11031
Centro-Oeste,Mato Grosso do Sul,Masculino,61 a 70,D-Condutor Ônibus,6291
Centro-Oeste,Mato Grosso do Sul,Masculino,61 a 70,E-Condutor Carreta,3715
Centro-Oeste,Mato Grosso do Sul,Masculino,61 a 70,X-Condutor Ciclomotor,1
Centro-Oeste,Mato Grosso do Sul,Masculino,71 a 80,A-Condutor Moto,275
Centro-Oeste,Mato Grosso do Sul,Masculino,71 a 80,AB-Condutor Moto/Carro,4784
Centro-Oeste,Mato Grosso do Sul,Masculino,71 a 80,AC-Condutor Moto/Caminhão,1139
Centro-Oeste,Mato Grosso do Sul,Masculino,71 a 80,AD-Condutor Moto/Ônibus,777
Centro-Oeste,Mato Grosso do Sul,Masculino,71 a 80,AE-Condutor Moto/Carreta,241
Centro-Oeste,Mato Grosso do Sul,Masculino,71 a 80,B-Condutor Carro,23222
Centro-Oeste,Mato Grosso do Sul,Masculino,71 a 80,C-Condutor Caminhão,6505
Centro-Oeste,Mato Grosso do Sul,Masculino,71 a 80,D-Condutor Ônibus,2737
Centro-Oeste,Mato Grosso do Sul,Masculino,71 a 80,E-Condutor Carreta,978
Centro-Oeste,Mato Grosso do Sul,Masculino,81 a 90,A-Condutor Moto,58
Centro-Oeste,Mato Grosso do Sul,Masculino,81 a 90,AB-Condutor Moto/Carro,746
Centro-Oeste,Mato Grosso do Sul,Masculino,81 a 90,AC-Condutor Moto/Caminhão,195
Centro-Oeste,Mato Grosso do Sul,Masculino,81 a 90,AD-Condutor Moto/Ônibus,73
Centro-Oeste,Mato Grosso do Sul,Masculino,81 a 90,AE-Condutor Moto/Carreta,10
Centro-Oeste,Mato Grosso do Sul,Masculino,81 a 90,B-Condutor Carro,12186
Centro-Oeste,Mato Grosso do Sul,Masculino,81 a 90,C-Condutor Caminhão,3557
Centro-Oeste,Mato Grosso do Sul,Masculino,81 a 90,D-Condutor Ônibus,711
Centro-Oeste,Mato Grosso do Sul,Masculino,81 a 90,E-Condutor Carreta,132
Centro-Oeste,Mato Grosso do Sul,Masculino,91 a 100,A-Condutor Moto,7
Centro-Oeste,Mato Grosso do Sul,Masculino,91 a 100,AB-Condutor Moto/Carro,80
Centro-Oeste,Mato Grosso do Sul,Masculino,91 a 100,AC-Condutor Moto/Caminhão,27
Centro-Oeste,Mato Grosso do Sul,Masculino,91 a 100,B-Condutor Carro,4596
Centro-Oeste,Mato Grosso do Sul,Masculino,91 a 100,C-Condutor Caminhão,958
Centro-Oeste,Mato Grosso do Sul,Masculino,91 a 100,D-Condutor Ônibus,57
Centro-Oeste,Mato Grosso do Sul,Masculino,91 a 100,E-Condutor Carreta,6
Centro-Oeste,Mato Grosso do Sul,Masculino,101 a 120,AB-Condutor Moto/Carro,6
Centro-Oeste,Mato Grosso do Sul,Masculino,101 a 120,B-Condutor Carro,827
Centro-Oeste,Mato Grosso do Sul,Masculino,101 a 120,C-Condutor Caminhão,73
Centro-Oeste,Mato Grosso do Sul,Feminino,18 a 21,A-Condutor Moto,283
Centro-Oeste,Mato Grosso do Sul,Feminino,18 a 21,AB-Condutor Moto/Carro,8558
Centro-Oeste,Mato Grosso do Sul,Feminino,18 a 21,AC-Condutor Moto/Caminhão,4
Centro-Oeste,Mato Grosso do Sul,Feminino,18 a 21,AD-Condutor Moto/Ônibus,1
Centro-Oeste,Mato Grosso do Sul,Feminino,18 a 21,AE-Condutor Moto/Carreta,1
Centro-Oeste,Mato Grosso do Sul,Feminino,18 a 21,B-Condutor Carro,5816
Centro-Oeste,Mato Grosso do Sul,Feminino,18 a 21,C-Condutor Caminhão,1
Centro-Oeste,Mato Grosso do Sul,Feminino,18 a 21,E-Condutor Carreta,1
Centro-Oeste,Mato Grosso do Sul,Feminino,22 a 25,A-Condutor Moto,1994
Centro-Oeste,Mato Grosso do Sul,Feminino,22 a 25,AB-Condutor Moto/Carro,18266
Centro-Oeste,Mato Grosso do Sul,Feminino,22 a 25,AC-Condutor Moto/Caminhão,17
Centro-Oeste,Mato Grosso do Sul,Feminino,22 a 25,AD-Condutor Moto/Ônibus,99
Centro-Oeste,Mato Grosso do Sul,Feminino,22 a 25,AE-Condutor Moto/Carreta,14
Centro-Oeste,Mato Grosso do Sul,Feminino,22 a 25,B-Condutor Carro,11856
Centro-Oeste,Mato Grosso do Sul,Feminino,22 a 25,C-Condutor Caminhão,5
Centro-Oeste,Mato Grosso do Sul,Feminino,22 a 25,D-Condutor Ônibus,6
Centro-Oeste,Mato Grosso do Sul,Feminino,22 a 25,E-Condutor Carreta,1
Centro-Oeste,Mato Grosso do Sul,Feminino,26 a 30,A-Condutor Moto,4312
Centro-Oeste,Mato Grosso do Sul,Feminino,26 a 30,AB-Condutor Moto/Carro,32698
Centro-Oeste,Mato Grosso do Sul,Feminino,26 a 30,AC-Condutor Moto/Caminhão,69
Centro-Oeste,Mato Grosso do Sul,Feminino,26 a 30,AD-Condutor Moto/Ônibus,472
Centro-Oeste,Mato Grosso do Sul,Feminino,26 a 30,AE-Condutor Moto/Carreta,61
Centro-Oeste,Mato Grosso do Sul,Feminino,26 a 30,B-Condutor Carro,18319
Centro-Oeste,Mato Grosso do Sul,Feminino,26 a 30,C-Condutor Caminhão,9
Centro-Oeste,Mato Grosso do Sul,Feminino,26 a 30,D-Condutor Ônibus,41
Centro-Oeste,Mato Grosso do Sul,Feminino,26 a 30,E-Condutor Carreta,2
Centro-Oeste,Mato Grosso do Sul,Feminino,26 a 30,XB-Condutor Ciclomotor/Carro,1
Centro-Oeste,Mato Grosso do Sul,Feminino,31 a 40,A-Condutor Moto,9700
Centro-Oeste,Mato Grosso do Sul,Feminino,31 a 40,AB-Condutor Moto/Carro,76371
Centro-Oeste,Mato Grosso do Sul,Feminino,31 a 40,AC-Condutor Moto/Caminhão,171
Centro-Oeste,Mato Grosso do Sul,Feminino,31 a 40,AD-Condutor Moto/Ônibus,2083
Centro-Oeste,Mato Grosso do Sul,Feminino,31 a 40,AE-Condutor Moto/Carreta,356
Centro-Oeste,Mato Grosso do Sul,Feminino,31 a 40,B-Condutor Carro,39649
Centro-Oeste,Mato Grosso do Sul,Feminino,31 a 40,C-Condutor Caminhão,21
Centro-Oeste,Mato Grosso do Sul,Feminino,31 a 40,D-Condutor Ônibus,260
Centro-Oeste,Mato Grosso do Sul,Feminino,31 a 40,E-Condutor Carreta,16
Centro-Oeste,Mato Grosso do Sul,Feminino,31 a 40,XB-Condutor Ciclomotor/Carro,1
Centro-Oeste,Mato Grosso do Sul,Feminino,41 a 50,A-Condutor Moto,7851
Centro-Oeste,Mato Grosso do Sul,Feminino,41 a 50,AB-Condutor Moto/Carro,48340
Centro-Oeste,Mato Grosso do Sul,Feminino,41 a 50,AC-Condutor Moto/Caminhão,157
Centro-Oeste,Mato Grosso do Sul,Feminino,41 a 50,AD-Condutor Moto/Ônibus,1713
Centro-Oeste,Mato Grosso do Sul,Feminino,41 a 50,AE-Condutor Moto/Carreta,314
Centro-Oeste,Mato Grosso do Sul,Feminino,41 a 50,B-Condutor Carro,43294
Centro-Oeste,Mato Grosso do Sul,Feminino,41 a 50,C-Condutor Caminhão,58
Centro-Oeste,Mato Grosso do Sul,Feminino,41 a 50,D-Condutor Ônibus,476
Centro-Oeste,Mato Grosso do Sul,Feminino,41 a 50,E-Condutor Carreta,53
Centro-Oeste,Mato Grosso do Sul,Feminino,41 a 50,X-Condutor Ciclomotor,1
Centro-Oeste,Mato Grosso do Sul,Feminino,51 a 60,A-Condutor Moto,3902
Centro-Oeste,Mato Grosso do Sul,Feminino,51 a 60,AB-Condutor Moto/Carro,18877
Centro-Oeste,Mato Grosso do Sul,Feminino,51 a 60,AC-Condutor Moto/Caminhão,193
Centro-Oeste,Mato Grosso do Sul,Feminino,51 a 60,AD-Condutor Moto/Ônibus,529
Centro-Oeste,Mato Grosso do Sul,Feminino,51 a 60,AE-Condutor Moto/Carreta,82
Centro-Oeste,Mato Grosso do Sul,Feminino,51 a 60,B-Condutor Carro,39426
Centro-Oeste,Mato Grosso do Sul,Feminino,51 a 60,C-Condutor Caminhão,247
Centro-Oeste,Mato Grosso do Sul,Feminino,51 a 60,D-Condutor Ônibus,413
Centro-Oeste,Mato Grosso do Sul,Feminino,51 a 60,E-Condutor Carreta,30
Centro-Oeste,Mato Grosso do Sul,Feminino,51 a 60,X-Condutor Ciclomotor,1
Centro-Oeste,Mato Grosso do Sul,Feminino,61 a 70,A-Condutor Moto,799
Centro-Oeste,Mato Grosso do Sul,Feminino,61 a 70,AB-Condutor Moto/Carro,3846
Centro-Oeste,Mato Grosso do Sul,Feminino,61 a 70,AC-Condutor Moto/Caminhão,74
Centro-Oeste,Mato Grosso do Sul,Feminino,61 a 70,AD-Condutor Moto/Ônibus,87
Centro-Oeste,Mato Grosso do Sul,Feminino,61 a 70,AE-Condutor Moto/Carreta,15
Centro-Oeste,Mato Grosso do Sul,Feminino,61 a 70,B-Condutor Carro,28130
Centro-Oeste,Mato Grosso do Sul,Feminino,61 a 70,C-Condutor Caminhão,193
Centro-Oeste,Mato Grosso do Sul,Feminino,61 a 70,D-Condutor Ônibus,207
Centro-Oeste,Mato Grosso do Sul,Feminino,61 a 70,E-Condutor Carreta,17
Centro-Oeste,Mato Grosso do Sul,Feminino,71 a 80,A-Condutor Moto,62
Centro-Oeste,Mato Grosso do Sul,Feminino,71 a 80,AB-Condutor Moto/Carro,343
Centro-Oeste,Mato Grosso do Sul,Feminino,71 a 80,AC-Condutor Moto/Caminhão,4
Centro-Oeste,Mato Grosso do Sul,Feminino,71 a 80,AD-Condutor Moto/Ônibus,8
Centro-Oeste,Mato Grosso do Sul,Feminino,71 a 80,AE-Condutor Moto/Carreta,1
Centro-Oeste,Mato Grosso do Sul,Feminino,71 a 80,B-Condutor Carro,11380
Centro-Oeste,Mato Grosso do Sul,Feminino,71 a 80,C-Condutor Caminhão,61
Centro-Oeste,Mato Grosso do Sul,Feminino,71 a 80,D-Condutor Ônibus,31
Centro-Oeste,Mato Grosso do Sul,Feminino,71 a 80,E-Condutor Carreta,1
Centro-Oeste,Mato Grosso do Sul,Feminino,81 a 90,A-Condutor Moto,1
Centro-Oeste,Mato Grosso do Sul,Feminino,81 a 90,AB-Condutor Moto/Carro,13
Centro-Oeste,Mato Grosso do Sul,Feminino,81 a 90,AC-Condutor Moto/Caminhão,1
Centro-Oeste,Mato Grosso do Sul,Feminino,81 a 90,B-Condutor Carro,3199
Centro-Oeste,Mato Grosso do Sul,Feminino,81 a 90,C-Condutor Caminhão,14
Centro-Oeste,Mato Grosso do Sul,Feminino,81 a 90,D-Condutor Ônibus,7
Centro-Oeste,Mato Grosso do Sul,Feminino,91 a 100,AB-Condutor Moto/Carro,1
Centro-Oeste,Mato Grosso do Sul,Feminino,91 a 100,B-Condutor Carro,604
Centro-Oeste,Mato Grosso do Sul,Feminino,91 a 100,C-Condutor Caminhão,2
Centro-Oeste,Mato Grosso do Sul,Feminino,101 a 120,B-Condutor Carro,38
Centro-Oeste,Mato Grosso,Masculino,18 a 21,A-Condutor Moto,248
Centro-Oeste,Mato Grosso,Masculino,18 a 21,AB-Condutor Moto/Carro,20365
Centro-Oeste,Mato Grosso,Masculino,18 a 21,AC-Condutor Moto/Caminhão,163
Centro-Oeste,Mato Grosso,Masculino,18 a 21,AD-Condutor Moto/Ônibus,89
Centro-Oeste,Mato Grosso,Masculino,18 a 21,AE-Condutor Moto/Carreta,12
Centro-Oeste,Mato Grosso,Masculino,18 a 21,B-Condutor Carro,3104
Centro-Oeste,Mato Grosso,Masculino,18 a 21,C-Condutor Caminhão,8
Centro-Oeste,Mato Grosso,Masculino,18 a 21,D-Condutor Ônibus,2
Centro-Oeste,Mato Grosso,Masculino,18 a 21,XC-Condutor Ciclomotor/Caminhão,1
Centro-Oeste,Mato Grosso,Masculino,22 a 25,A-Condutor Moto,942
Centro-Oeste,Mato Grosso,Masculino,22 a 25,AB-Condutor Moto/Carro,50982
Centro-Oeste,Mato Grosso,Masculino,22 a 25,AC-Condutor Moto/Caminhão,595
Centro-Oeste,Mato Grosso,Masculino,22 a 25,AD-Condutor Moto/Ônibus,2805
Centro-Oeste,Mato Grosso,Masculino,22 a 25,AE-Condutor Moto/Carreta,659
Centro-Oeste,Mato Grosso,Masculino,22 a 25,B-Condutor Carro,6561
Centro-Oeste,Mato Grosso,Masculino,22 a 25,C-Condutor Caminhão,29
Centro-Oeste,Mato Grosso,Masculino,22 a 25,D-Condutor Ônibus,97
Centro-Oeste,Mato Grosso,Masculino,22 a 25,E-Condutor Carreta,20
Centro-Oeste,Mato Grosso,Masculino,22 a 25,XC-Condutor Ciclomotor/Caminhão,1
Centro-Oeste,Mato Grosso,Masculino,26 a 30,A-Condutor Moto,1654
Centro-Oeste,Mato Grosso,Masculino,26 a 30,AB-Condutor Moto/Carro,78809
Centro-Oeste,Mato Grosso,Masculino,26 a 30,AC-Condutor Moto/Caminhão,1302
Centro-Oeste,Mato Grosso,Masculino,26 a 30,AD-Condutor Moto/Ônibus,9819
Centro-Oeste,Mato Grosso,Masculino,26 a 30,AE-Condutor Moto/Carreta,4213
Centro-Oeste,Mato Grosso,Masculino,26 a 30,B-Condutor Carro,9217
Centro-Oeste,Mato Grosso,Masculino,26 a 30,C-Condutor Caminhão,54
Centro-Oeste,Mato Grosso,Masculino,26 a 30,D-Condutor Ônibus,274
Centro-Oeste,Mato Grosso,Masculino,26 a 30,E-Condutor Carreta,109
Centro-Oeste,Mato Grosso,Masculino,31 a 40,A-Condutor Moto,2982
Centro-Oeste,Mato Grosso,Masculino,31 a 40,AB-Condutor Moto/Carro,148960
Centro-Oeste,Mato Grosso,Masculino,31 a 40,AC-Condutor Moto/Caminhão,3349
Centro-Oeste,Mato Grosso,Masculino,31 a 40,AD-Condutor Moto/Ônibus,39995
Centro-Oeste,Mato Grosso,Masculino,31 a 40,AE-Condutor Moto/Carreta,22581
Centro-Oeste,Mato Grosso,Masculino,31 a 40,B-Condutor Carro,20229
Centro-Oeste,Mato Grosso,Masculino,31 a 40,C-Condutor Caminhão,219
Centro-Oeste,Mato Grosso,Masculino,31 a 40,D-Condutor Ônibus,1634
Centro-Oeste,Mato Grosso,Masculino,31 a 40,E-Condutor Carreta,884
Centro-Oeste,Mato Grosso,Masculino,41 a 50,A-Condutor Moto,2467
Centro-Oeste,Mato Grosso,Masculino,41 a 50,AB-Condutor Moto/Carro,103017
Centro-Oeste,Mato Grosso,Masculino,41 a 50,AC-Condutor Moto/Caminhão,8862
Centro-Oeste,Mato Grosso,Masculino,41 a 50,AD-Condutor Moto/Ônibus,36167
Centro-Oeste,Mato Grosso,Masculino,41 a 50,AE-Condutor Moto/Carreta,25577
Centro-Oeste,Mato Grosso,Masculino,41 a 50,B-Condutor Carro,24065
Centro-Oeste,Mato Grosso,Masculino,41 a 50,C-Condutor Caminhão,1630
Centro-Oeste,Mato Grosso,Masculino,41 a 50,D-Condutor Ônibus,3916
Centro-Oeste,Mato Grosso,Masculino,41 a 50,E-Condutor Carreta,3910
Centro-Oeste,Mato Grosso,Masculino,51 a 60,A-Condutor Moto,1943
Centro-Oeste,Mato Grosso,Masculino,51 a 60,AB-Condutor Moto/Carro,61021
Centro-Oeste,Mato Grosso,Masculino,51 a 60,AC-Condutor Moto/Caminhão,16037
Centro-Oeste,Mato Grosso,Masculino,51 a 60,AD-Condutor Moto/Ônibus,18248
Centro-Oeste,Mato Grosso,Masculino,51 a 60,AE-Condutor Moto/Carreta,15632
Centro-Oeste,Mato Grosso,Masculino,51 a 60,B-Condutor Carro,24885
Centro-Oeste,Mato Grosso,Masculino,51 a 60,C-Condutor Caminhão,5874
Centro-Oeste,Mato Grosso,Masculino,51 a 60,D-Condutor Ônibus,5445
Centro-Oeste,Mato Grosso,Masculino,51 a 60,E-Condutor Carreta,5884
Centro-Oeste,Mato Grosso,Masculino,51 a 60,XE-Condutor Ciclomotor/Carreta,1
Centro-Oeste,Mato Grosso,Masculino,61 a 70,A-Condutor Moto,954
Centro-Oeste,Mato Grosso,Masculino,61 a 70,AB-Condutor Moto/Carro,25028
Centro-Oeste,Mato Grosso,Masculino,61 a 70,AC-Condutor Moto/Caminhão,8192
Centro-Oeste,Mato Grosso,Masculino,61 a 70,AD-Condutor Moto/Ônibus,6413
Centro-Oeste,Mato Grosso,Masculino,61 a 70,AE-Condutor Moto/Carreta,5220
Centro-Oeste,Mato Grosso,Masculino,61 a 70,B-Condutor Carro,27864
Centro-Oeste,Mato Grosso,Masculino,61 a 70,C-Condutor Caminhão,9341
Centro-Oeste,Mato Grosso,Masculino,61 a 70,D-Condutor Ônibus,6440
Centro-Oeste,Mato Grosso,Masculino,61 a 70,E-Condutor Carreta,6025
Centro-Oeste,Mato Grosso,Masculino,71 a 80,A-Condutor Moto,322
Centro-Oeste,Mato Grosso,Masculino,71 a 80,AB-Condutor Moto/Carro,7255
Centro-Oeste,Mato Grosso,Masculino,71 a 80,AC-Condutor Moto/Caminhão,1361
Centro-Oeste,Mato Grosso,Masculino,71 a 80,AD-Condutor Moto/Ônibus,1093
Centro-Oeste,Mato Grosso,Masculino,71 a 80,AE-Condutor Moto/Carreta,534
Centro-Oeste,Mato Grosso,Masculino,71 a 80,B-Condutor Carro,21678
Centro-Oeste,Mato Grosso,Masculino,71 a 80,C-Condutor Caminhão,4727
Centro-Oeste,Mato Grosso,Masculino,71 a 80,D-Condutor Ônibus,3026
Centro-Oeste,Mato Grosso,Masculino,71 a 80,E-Condutor Carreta,1470
Centro-Oeste,Mato Grosso,Masculino,71 a 80,XB-Condutor Ciclomotor/Carro,1
Centro-Oeste,Mato Grosso,Masculino,81 a 90,A-Condutor Moto,88
Centro-Oeste,Mato Grosso,Masculino,81 a 90,AB-Condutor Moto/Carro,1144
Centro-Oeste,Mato Grosso,Masculino,81 a 90,AC-Condutor Moto/Caminhão,289
Centro-Oeste,Mato Grosso,Masculino,81 a 90,AD-Condutor Moto/Ônibus,137
Centro-Oeste,Mato Grosso,Masculino,81 a 90,AE-Condutor Moto/Carreta,39
Centro-Oeste,Mato Grosso,Masculino,81 a 90,B-Condutor Carro,9927
Centro-Oeste,Mato Grosso,Masculino,81 a 90,C-Condutor Caminhão,2068
Centro-Oeste,Mato Grosso,Masculino,81 a 90,D-Condutor Ônibus,933
Centro-Oeste,Mato Grosso,Masculino,81 a 90,E-Condutor Carreta,235
Centro-Oeste,Mato Grosso,Masculino,91 a 100,A-Condutor Moto,7
Centro-Oeste,Mato Grosso,Masculino,91 a 100,AB-Condutor Moto/Carro,100
Centro-Oeste,Mato Grosso,Masculino,91 a 100,AC-Condutor Moto/Caminhão,18
Centro-Oeste,Mato Grosso,Masculino,91 a 100,AD-Condutor Moto/Ônibus,3
Centro-Oeste,Mato Grosso,Masculino,91 a 100,B-Condutor Carro,3142
Centro-Oeste,Mato Grosso,Masculino,91 a 100,C-Condutor Caminhão,297
Centro-Oeste,Mato Grosso,Masculino,91 a 100,D-Condutor Ônibus,86
Centro-Oeste,Mato Grosso,Masculino,91 a 100,E-Condutor Carreta,9
Centro-Oeste,Mato Grosso,Masculino,101 a 120,AB-Condutor Moto/Carro,4
Centro-Oeste,Mato Grosso,Masculino,101 a 120,AC-Condutor Moto/Caminhão,1
Centro-Oeste,Mato Grosso,Masculino,101 a 120,B-Condutor Carro,370
Centro-Oeste,Mato Grosso,Masculino,101 a 120,C-Condutor Caminhão,5
Centro-Oeste,Mato Grosso,Masculino,101 a 120,D-Condutor Ônibus,1
Centro-Oeste,Mato Grosso,Masculino,101 a 120,E-Condutor Carreta,1
Centro-Oeste,Mato Grosso,Feminino,18 a 21,A-Condutor Moto,119
Centro-Oeste,Mato Grosso,Feminino,18 a 21,AB-Condutor Moto/Carro,8275
Centro-Oeste,Mato Grosso,Feminino,18 a 21,AD-Condutor Moto/Ônibus,2
